phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	fdr_within_pheno
psa	0.00262375	0.00545413	FALSE	0.000323983	271	2	64696090	65938002	0.00262696215833333
crohn	0.00368399	0.00637957	FALSE	2.65602e-11	271	2	64696090	65938002	1.04097345263158e-09
uc	0.00116062	0.0020954	FALSE	0.003452	271	2	64696090	65938002	0.00940520099255583
cad	0.000169966	0.000329958	FALSE	5.09178e-06	271	2	64696090	65938002	2.83330921167883e-05
psoriasis	0.000385548	0.00134868	FALSE	0.0182001	272	2	65938003	67224027	0.0345146760316067
psa	0.000842721	0.00175181	FALSE	0.110764	272	2	65938003	67224027	0.174673212317666
crohn	0.00144053	0.00249457	FALSE	0.00159062	272	2	65938003	67224027	0.00449803174683544
uc	0.00154502	0.0027894	FALSE	0.000205978	272	2	65938003	67224027	0.000961536279661017
cad	0.000206438	0.00040076	FALSE	6.85562e-08	272	2	65938003	67224027	6.84663883842795e-07
psoriasis	0.000120265	0.0004207	FALSE	0.196852	273	2	67224028	67979828	0.237344464285714
psa	0.000737847	0.0015338	FALSE	0.0992429	273	2	67224028	67979828	0.162019029697987
crohn	0.00215719	0.00373561	FALSE	6.82098e-07	273	2	67224028	67979828	6.48428481702128e-06
uc	0.00137657	0.00248528	FALSE	0.000110484	273	2	67224028	67979828	0.000590697414043584
cad	7.91388e-06	1.53633e-05	FALSE	0.369541	273	2	67224028	67979828	0.37949720116749
psoriasis	4.08704e-05	0.000142969	FALSE	0.371655	274	2	67979829	68877774	0.392171372740596
psa	0.00113654	0.0023626	FALSE	0.0273443	274	2	67979829	68877774	0.0648926924390244
crohn	0.000159951	0.000276987	FALSE	0.317385	274	2	67979829	68877774	0.339090430416069
uc	0.000765267	0.00138162	FALSE	0.0132058	274	2	67979829	68877774	0.0269766853953488
cad	1.23886e-05	2.40501e-05	FALSE	0.309543	274	2	67979829	68877774	0.324472313644689
psoriasis	0.00109798	0.00384085	FALSE	1.93387e-07	275	2	68877775	70756283	2.47169183431953e-06
psa	0.00311822	0.00648203	FALSE	5.90439e-05	275	2	68877775	70756283	0.000671926487719298
crohn	0.00203709	0.00352763	FALSE	6.13823e-05	275	2	68877775	70756283	0.000297457826898048
uc	0.00155702	0.00281107	FALSE	0.000333562	275	2	68877775	70756283	0.00139083889184061
cad	0.000179065	0.000347621	FALSE	3.74018e-06	275	2	68877775	70756283	2.17653731806616e-05
psoriasis	0.000401122	0.00140316	FALSE	0.00698514	276	2	70756284	71385813	0.0160168815286624
psa	0.00186222	0.0038711	FALSE	0.00210013	276	2	70756284	71385813	0.0105877020207254
crohn	0.0017031	0.00294927	FALSE	6.32881e-05	276	2	70756284	71385813	0.000304457765665236
uc	0.000656256	0.00118481	FALSE	0.032299	276	2	70756284	71385813	0.0544348457405986
cad	1.8874e-05	3.66404e-05	FALSE	0.244697	276	2	70756284	71385813	0.26585370023753
psoriasis	0.000549091	0.00192077	FALSE	0.000595082	277	2	71385814	72160302	0.00206652270096463
psa	0.00070597	0.00146754	FALSE	0.117597	277	2	71385814	72160302	0.182491038277512
crohn	0.00106034	0.00183619	FALSE	0.00573628	277	2	71385814	72160302	0.0131299687704918
uc	0.000427127	0.00077114	FALSE	0.10614	277	2	71385814	72160302	0.143878666666667
cad	0.000145411	0.000282289	FALSE	6.916e-06	277	2	71385814	72160302	3.65286189376443e-05
psoriasis	0.000204301	0.000714663	FALSE	0.0714914	278	2	72160303	73544290	0.105263411042945
crohn	0.000495404	0.000857891	FALSE	0.0790484	278	2	72160303	73544290	0.108807224645718
uc	0.000304163	0.000549139	FALSE	0.15348	278	2	72160303	73544290	0.193258073394495
cad	8.10647e-05	0.000157372	FALSE	0.0019893	278	2	72160303	73544290	0.00455062686
psoriasis	0.000140774	0.00049244	FALSE	0.186681	279	2	73544291	75148103	0.2275569751693
psa	0.00134095	0.00278752	FALSE	0.0212143	279	2	73544291	75148103	0.0539647422222222
crohn	0.00114465	0.00198218	FALSE	0.00494796	279	2	73544291	75148103	0.011586732327044
uc	0.000441505	0.000797099	FALSE	0.111443	279	2	73544291	75148103	0.149498367745877
cad	1.24484e-05	2.41662e-05	FALSE	0.326989	279	2	73544291	75148103	0.339765489777374
psoriasis	0.000233173	0.000815661	FALSE	0.0747808	280	2	75148104	75942397	0.109065852802161
psa	0.000730917	0.0015194	FALSE	0.120294	280	2	75148104	75942397	0.185334578656126
uc	0.00141792	0.00255994	FALSE	0.000201527	280	2	75148104	75942397	0.000945626692307692
cad	0.000147308	0.000285971	FALSE	1.08731e-05	280	2	75148104	75942397	5.42942788209607e-05
psoriasis	6.4305e-06	2.24945e-05	FALSE	0.457073	281	2	75942398	76649030	0.461776276894294
cad	7.51159e-06	1.45823e-05	FALSE	0.351427	281	2	75942398	76649030	0.362523026161479
psa	2.51876e-06	5.23588e-06	FALSE	0.479006	282	2	76649031	77372830	0.479992624098867
cad	1.22028e-05	2.36894e-05	FALSE	0.302752	282	2	76649031	77372830	0.31911238202765
psoriasis	0.000105143	0.0003678	FALSE	0.220886	283	2	77372831	78080057	0.260291194762684
psa	6.7707e-07	1.40746e-06	FALSE	0.481155	283	2	77372831	78080057	0.481402380462725
crohn	0.000335763	0.000581441	FALSE	0.173226	283	2	77372831	78080057	0.206944857754011
uc	0.000227397	0.000410545	FALSE	0.228261	283	2	77372831	78080057	0.264378246835443
cad	2.05646e-05	3.99223e-05	FALSE	0.21298	283	2	77372831	78080057	0.2362198157129
crohn	0.000471396	0.000816318	FALSE	0.062469	284	2	78080058	79019676	0.0911533285434356
uc	0.000194456	0.000351072	FALSE	0.217243	284	2	78080058	79019676	0.253514445859873
cad	5.07334e-05	9.84893e-05	FALSE	0.0158721	284	2	78080058	79019676	0.0261977005050505
psa	0.00095108	0.00197706	FALSE	0.0725316	285	2	79019677	79900055	0.129116922120658
crohn	0.000445993	0.000772327	FALSE	0.142232	285	2	79019677	79900055	0.176427700166574
uc	0.000322747	0.000582692	FALSE	0.18486	285	2	79019677	79900055	0.223572389867841
cad	3.31975e-05	6.44468e-05	FALSE	0.139738	285	2	79019677	79900055	0.165681234836703
psoriasis	0.000683603	0.00239131	FALSE	0.000307693	286	2	79900056	80737811	0.00119966945848375
psa	0.00150701	0.0031327	FALSE	0.0204814	286	2	79900056	80737811	0.0527206407407407
uc	0.000306484	0.00055333	FALSE	0.217651	286	2	79900056	80737811	0.253560528381963
cad	9.16425e-05	0.000177907	FALSE	0.00576385	286	2	79900056	80737811	0.0110586618708054
crohn	0.000249996	0.000432918	FALSE	0.190852	287	2	80737812	81623357	0.223658895647614
uc	5.5572e-05	0.00010033	FALSE	0.393009	287	2	80737812	81623357	0.409558685633001
cad	2.20184e-05	4.27445e-05	FALSE	0.152094	287	2	80737812	81623357	0.177107422606925
psoriasis	1.82147e-05	6.37168e-05	FALSE	0.406545	288	2	81623358	82941455	0.418758798283262
psa	0.000101832	0.000211684	FALSE	0.378376	288	2	81623358	82941455	0.411811910514541
uc	3.87111e-05	6.98895e-05	FALSE	0.410088	288	2	81623358	82941455	0.42200245923149
cad	5.04661e-05	9.79704e-05	FALSE	0.0102201	288	2	81623358	82941455	0.0178618191603053
crohn	4.68027e-06	8.10482e-06	FALSE	0.470103	289	2	82941456	84395899	0.471368986535009
uc	3.96641e-05	7.16101e-05	FALSE	0.414164	289	2	82941456	84395899	0.425200628330996
cad	8.49379e-05	0.000164891	FALSE	0.000296597	289	2	82941456	84395899	0.000946049287308229
psoriasis	0.000519356	0.00181676	FALSE	0.00232992	290	2	84395900	85992794	0.00645208615384615
crohn	0.000576714	0.000998697	FALSE	0.0934353	290	2	84395900	85992794	0.1242467025
uc	0.00161829	0.00292168	FALSE	7.49597e-05	290	2	84395900	85992794	0.000441751235294118
cad	0.000360823	0.000700471	FALSE	8.8914e-18	290	2	84395900	85992794	5.8098948e-16
psoriasis	0.000263684	0.000922391	FALSE	0.0139596	291	2	85992795	86867032	0.0278675933456562
crohn	0.000329316	0.000570276	FALSE	0.121787	291	2	85992795	86867032	0.155647687643021
uc	0.000301225	0.000543835	FALSE	0.112729	291	2	85992795	86867032	0.150671262325015
cad	0.000106442	0.000206637	FALSE	1.45958e-05	291	2	85992795	86867032	6.9122799378882e-05
psoriasis	0.000181315	0.000634256	FALSE	0.0537587	292	2	86867033	88547312	0.0844849047272727
psa	0.000357355	0.000742854	FALSE	0.187938	292	2	86867033	88547312	0.251878338842975
crohn	0.000242633	0.000420168	FALSE	0.180137	292	2	86867033	88547312	0.214056413829787
uc	0.000205651	0.000371286	FALSE	0.18711	292	2	86867033	88547312	0.225641713344316
cad	1.12918e-05	2.1921e-05	FALSE	0.270581	292	2	86867033	88547312	0.289573583060365
psoriasis	4.43536e-05	0.000155153	FALSE	0.286189	293	2	88547313	91860961	0.318948117586385
uc	0.000133622	0.000241243	FALSE	0.233211	293	2	88547313	91860961	0.268694310598111
psoriasis	0.000273358	0.000956234	FALSE	0.0104319	294	2	91860962	97339301	0.0219618947368421
psa	7.48983e-05	0.000155695	FALSE	0.401521	294	2	91860962	97339301	0.427887800766284
crohn	0.000316005	0.000547226	FALSE	0.116369	294	2	91860962	97339301	0.149859448156682
uc	0.000342534	0.000618415	FALSE	0.0748127	294	2	91860962	97339301	0.107871759159554
psoriasis	0.000375649	0.00131405	FALSE	0.00220952	295	2	97339302	98989360	0.00615021030927835
psa	0.000506484	0.00105286	FALSE	0.133013	295	2	97339302	98989360	0.199263508852964
crohn	0.000924527	0.001601	FALSE	0.00291428	295	2	97339302	98989360	0.00752659135260116
uc	0.000540993	0.000976716	FALSE	0.0262448	295	2	97339302	98989360	0.046679213592233
cad	2.65519e-05	5.15456e-05	FALSE	0.115063	295	2	97339302	98989360	0.141401977968834
psoriasis	0.000204424	0.000715094	FALSE	0.0407106	296	2	98989361	100202436	0.0675383225806452
psa	0.00164253	0.00341443	FALSE	0.000561712	296	2	98989361	100202436	0.00395582458483754
crohn	0.000402913	0.000697725	FALSE	0.0828177	296	2	98989361	100202436	0.112882697864552
cad	2.87865e-05	5.58836e-05	FALSE	0.0884902	296	2	98989361	100202436	0.113059825363129
psoriasis	0.000543758	0.00190212	FALSE	0.000772826	297	2	100202437	101556799	0.00253308673748103
psa	0.000882139	0.00183375	FALSE	0.0762921	297	2	100202437	101556799	0.134114206504065
crohn	0.000925206	0.00160218	FALSE	0.0139421	297	2	100202437	101556799	0.0266895041988003
uc	0.00176002	0.00317756	FALSE	6.79402e-06	297	2	100202437	101556799	5.85085016470588e-05
psa	0.000903051	0.00187722	FALSE	0.0480413	298	2	101556800	102494487	0.0971812575883576
crohn	0.00102803	0.00178025	FALSE	0.00322122	298	2	101556800	102494487	0.00821484643835616
uc	0.00142796	0.00257806	FALSE	2.5756e-05	298	2	101556800	102494487	0.000180127949044586
cad	0.000118279	0.000229616	FALSE	3.21391e-05	298	2	101556800	102494487	0.000135612770664207
psoriasis	0.000862955	0.0030187	FALSE	6.20084e-08	299	2	102494488	103305257	8.69728207792208e-07
psa	0.000176907	0.000367746	FALSE	0.347044	299	2	102494488	103305257	0.387685203214696
crohn	0.00372951	0.00645839	FALSE	9.06468e-16	299	2	102494488	103305257	5.95602797647059e-14
uc	0.00131908	0.00238148	FALSE	5.9964e-05	299	2	102494488	103305257	0.0003657804
cad	3.59904e-05	6.98687e-05	FALSE	0.0765354	299	2	102494488	103305257	0.100249976975945
psoriasis	0.000260915	0.000912707	FALSE	0.052641	300	2	103305258	105120578	0.0831487894736842
psa	0.00264746	0.00550342	FALSE	6.89582e-05	300	2	103305258	105120578	0.000766815184
cad	7.27633e-05	0.000141256	FALSE	0.0102313	300	2	103305258	105120578	0.0178618191603053
psoriasis	0.0010272	0.00359324	FALSE	1.44558e-06	301	2	105120579	106546524	1.34671344827586e-05
psa	0.000891511	0.00185323	FALSE	0.11689	301	2	105120579	106546524	0.181538659217877
crohn	0.00158603	0.00274654	FALSE	0.00135585	301	2	105120579	106546524	0.003943969921875
uc	0.00179129	0.00323401	FALSE	8.33569e-05	301	2	105120579	106546524	0.000474952700518135
cad	0.000105859	0.000205506	FALSE	0.00305405	301	2	105120579	106546524	0.00650336345437616
psoriasis	0.000301815	0.00105578	FALSE	0.0195445	302	2	106546525	107412295	0.0365191349480969
uc	0.000616909	0.00111378	FALSE	0.0288865	302	2	106546525	107412295	0.0502652567353407
cad	3.7284e-05	7.238e-05	FALSE	0.0796234	302	2	106546525	107412295	0.103582887258248
psoriasis	0.00011949	0.000417988	FALSE	0.178842	303	2	107412296	108417773	0.220113230769231
uc	0.000422131	0.000762121	FALSE	0.0822927	303	2	107412296	108417773	0.116317343629344
cad	2.32421e-05	4.51202e-05	FALSE	0.171995	303	2	107412296	108417773	0.196542632367632
psoriasis	0.000140047	0.000489896	FALSE	0.189159	304	2	108417774	110097868	0.230058243243243
psa	0.00109846	0.00228342	FALSE	0.0470029	304	2	108417774	110097868	0.0959349442348008
crohn	0.000549094	0.000950866	FALSE	0.0957717	304	2	108417774	110097868	0.127051055700713
cad	7.43609e-05	0.000144358	FALSE	0.0112266	304	2	108417774	110097868	0.019362921719457
psoriasis	0.00192378	0.00672956	FALSE	9.18078e-19	305	2	110097869	112644828	6.00923781818182e-17
psa	0.00240094	0.00499096	FALSE	0.00031325	305	2	110097869	112644828	0.00256127941176471
crohn	0.00249152	0.00431457	FALSE	1.89203e-07	305	2	110097869	112644828	2.09247278217822e-06
uc	0.00160423	0.00289629	FALSE	4.69772e-05	305	2	110097869	112644828	0.00029960294566474
cad	3.01494e-05	5.85295e-05	FALSE	0.157176	305	2	110097869	112644828	0.182190325392803
psoriasis	0.000442412	0.0015476	FALSE	0.00298627	306	2	112644829	113930668	0.00790483235294118
psa	0.000894354	0.00185914	FALSE	0.0648734	306	2	112644829	113930668	0.119210232672332
crohn	0.00096505	0.00167118	FALSE	0.00861166	306	2	112644829	113930668	0.0181666179792257
uc	0.000371592	0.000670876	FALSE	0.12968	306	2	112644829	113930668	0.169911735241503
cad	0.000156809	0.000304415	FALSE	1.12224e-06	306	2	112644829	113930668	7.97069217391304e-06
crohn	0.00145911	0.00252674	FALSE	0.000221304	307	2	113930669	115203835	0.000858321416666667
uc	0.000827973	0.00149483	FALSE	0.00818877	307	2	113930669	115203835	0.0184247325
psoriasis	3.14742e-05	0.0001101	FALSE	0.393331	308	2	115203836	116415816	0.408852242540905
psa	0.00130746	0.00271789	FALSE	0.0131034	308	2	115203836	116415816	0.0391693032258065
crohn	0.0015283	0.00264656	FALSE	0.000109929	308	2	115203836	116415816	0.000481532129411765
uc	0.000848629	0.00153212	FALSE	0.00652534	308	2	115203836	116415816	0.0155948020021763
cad	1.39443e-05	2.70703e-05	FALSE	0.285936	308	2	115203836	116415816	0.303732295401765
psoriasis	0.000181355	0.000634396	FALSE	0.0696576	309	2	116415817	117822516	0.103267272477694
psa	0.000580701	0.00120714	FALSE	0.108447	309	2	116415817	117822516	0.172142493887531
crohn	0.000605081	0.00104782	FALSE	0.0306153	309	2	116415817	117822516	0.0511935480538922
uc	9.94334e-05	0.000179518	FALSE	0.336189	309	2	116415817	117822516	0.362608567779961
cad	4.79488e-05	9.30836e-05	FALSE	0.0228624	309	2	116415817	117822516	0.0359356074226804
psoriasis	5.50176e-05	0.000192457	FALSE	0.297439	310	2	117822517	118663653	0.328796438075742
psa	0.000483904	0.00100592	FALSE	0.138189	310	2	117822517	118663653	0.204067186646434
crohn	0.000282269	0.000488805	FALSE	0.163115	310	2	117822517	118663653	0.197078912925906
cad	2.2101e-05	4.29049e-05	FALSE	0.149692	310	2	117822517	118663653	0.175202458546571
psa	0.00052722	0.00109596	FALSE	0.168237	311	2	118663654	119635489	0.23458500286533
crohn	0.000185215	0.000320737	FALSE	0.292433	311	2	118663654	119635489	0.317441847424684
uc	5.17096e-05	9.33571e-05	FALSE	0.417693	311	2	118663654	119635489	0.428023251516566
cad	2.98743e-05	5.79953e-05	FALSE	0.132404	311	2	118663654	119635489	0.158621240440021
psoriasis	0.000114248	0.000399649	FALSE	0.230823	312	2	119635490	121073752	0.269939187872225
crohn	0.000869246	0.00150527	FALSE	0.022503	312	2	119635490	121073752	0.0398048212193191
uc	0.000960553	0.00173419	FALSE	0.00667459	312	2	119635490	121073752	0.0158458374486487
psoriasis	0.00125823	0.0044014	FALSE	6.20559e-09	313	2	121073753	122026817	1.06381542857143e-07
psa	0.000946551	0.00196765	FALSE	0.0949223	313	2	121073753	122026817	0.156674127056828
crohn	0.00147688	0.00255752	FALSE	0.00177772	313	2	121073753	122026817	0.00493958517412935
uc	0.000579025	0.00104538	FALSE	0.0818835	313	2	121073753	122026817	0.115860931701031
cad	0.000210237	0.000408135	FALSE	1.02168e-07	313	2	121073753	122026817	9.77649439330544e-07
psoriasis	0.000154718	0.000541217	FALSE	0.112357	314	2	122026818	123219243	0.151209420560748
psa	0.00231051	0.00480298	FALSE	3.77918e-05	314	2	122026818	123219243	0.000490707252
crohn	5.36896e-05	9.29744e-05	FALSE	0.413705	314	2	122026818	123219243	0.424732063419118
cad	3.81744e-05	7.41085e-05	FALSE	0.0601763	314	2	122026818	123219243	0.0820162086412396
psoriasis	0.000224807	0.000786396	FALSE	0.0350813	315	2	123219244	123929872	0.0596188890637293
cad	7.92525e-05	0.000153854	FALSE	0.000894111	315	2	123219244	123929872	0.0024256605658363
psoriasis	0.000136616	0.000477897	FALSE	0.0937995	316	2	123929873	124730991	0.130545695876289
psa	0.00130342	0.00270948	FALSE	0.0021817	316	2	123929873	124730991	0.0109141084832905
crohn	0.00026361	0.000456493	FALSE	0.152763	316	2	123929873	124730991	0.187306554335895
psoriasis	0.00010108	0.000353586	FALSE	0.225237	317	2	124730992	125741528	0.264408652173913
crohn	0.00126408	0.00218901	FALSE	0.000821276	317	2	124730992	125741528	0.00254823692222222
cad	6.64221e-05	0.000128946	FALSE	0.00967185	317	2	124730992	125741528	0.0171336335786212
psoriasis	0.000296629	0.00103764	FALSE	0.00619919	318	2	125741529	126754027	0.0145230481561822
psa	0.00185171	0.00384925	FALSE	0.000107116	318	2	125741529	126754027	0.00109134940314136
crohn	0.000259494	0.000449366	FALSE	0.165749	318	2	125741529	126754027	0.199613620485175
uc	1.31642e-05	2.37668e-05	FALSE	0.453472	318	2	125741529	126754027	0.457219702479339
cad	6.01701e-05	0.000116809	FALSE	0.00390929	318	2	125741529	126754027	0.00798976428060769
psoriasis	0.000181501	0.000634906	FALSE	0.102965	319	2	126754028	127895644	0.141298856416773
psa	0.00124432	0.00258663	FALSE	0.017805	319	2	126754028	127895644	0.0479232780082988
crohn	0.00198664	0.00344027	FALSE	2.47645e-06	319	2	126754028	127895644	1.96184017730496e-05
uc	0.00216846	0.00391496	FALSE	2.16639e-08	319	2	126754028	127895644	4.57441580769231e-07
cad	3.19066e-05	6.19407e-05	FALSE	0.118144	319	2	126754028	127895644	0.14464417987152
psoriasis	0.00060859	0.0021289	FALSE	0.000522763	320	2	127895645	129486897	0.0018825192
psa	0.002939	0.00610946	FALSE	3.89811e-05	320	2	127895645	129486897	0.000500783896052632
crohn	0.00116831	0.00202316	FALSE	0.00560092	320	2	127895645	129486897	0.0128596662692703
uc	0.00117909	0.00212874	FALSE	0.00198523	320	2	127895645	129486897	0.00602982721991701
cad	7.63976e-05	0.000148312	FALSE	0.011378	320	2	127895645	129486897	0.0195717333082707
psoriasis	0.000471974	0.00165101	FALSE	0.00151355	321	2	129486898	130485398	0.00447844931506849
psa	0.00103673	0.00215511	FALSE	0.0379493	321	2	129486898	130485398	0.0815114103752759
crohn	0.00151451	0.00262267	FALSE	0.000150048	321	2	129486898	130485398	0.000624941739292365
uc	0.000174605	0.000315234	FALSE	0.280624	321	2	129486898	130485398	0.312341765838824
cad	5.15887e-05	0.00010015	FALSE	0.0338449	321	2	129486898	130485398	0.0505903832026144
psoriasis	2.61729e-05	9.15554e-05	FALSE	0.388431	322	2	130485399	131760638	0.405319304347826
psa	9.70378e-05	0.000201718	FALSE	0.392189	322	2	130485399	131760638	0.420959621621622
uc	0.000146798	0.000265031	FALSE	0.268475	322	2	130485399	131760638	0.30034187468161
cad	6.88234e-05	0.000133608	FALSE	0.00233709	322	2	130485399	131760638	0.00521965315429688
crohn	0.000544619	0.000943118	FALSE	0.0145939	323	2	131760639	132598285	0.0275594020287405
uc	0.000221511	0.000399918	FALSE	0.129755	323	2	131760639	132598285	0.169911735241503
psoriasis	9.95156e-05	0.000348115	FALSE	0.156387	324	2	132598286	133352950	0.19742601987142
crohn	0.000855781	0.00148196	FALSE	0.00176883	324	2	132598286	133352950	0.00493329116104869
uc	7.31047e-05	0.000131984	FALSE	0.347721	324	2	132598286	133352950	0.37212247368421
psoriasis	0.000407674	0.00142608	FALSE	0.010443	325	2	133352951	134359059	0.0219638558909445
psa	0.00254329	0.00528689	FALSE	0.000225297	325	2	133352951	134359059	0.00199285437272727
crohn	0.000190059	0.000329126	FALSE	0.31476	325	2	133352951	134359059	0.33676908045977
uc	4.47749e-05	8.08371e-05	FALSE	0.436449	325	2	133352951	134359059	0.444752670069606
cad	5.08936e-05	9.88004e-05	FALSE	0.0565176	325	2	133352951	134359059	0.0777712101083032
psoriasis	0.000654199	0.00228845	FALSE	8.91494e-05	326	2	134359060	135160197	0.000430789046979866
psa	0.000107734	0.000223952	FALSE	0.412126	326	2	134359060	135160197	0.435394786102063
crohn	0.000591022	0.00102347	FALSE	0.0705318	326	2	134359060	135160197	0.100043200761905
uc	0.000849496	0.00153369	FALSE	0.0104477	326	2	134359060	135160197	0.0224273208211144
