locus	chr	start	stop	h2.obs_psoriasis	p_psoriasis	fdr_within_pheno_psoriasis	h2.obs_outcome	p_outcome	fdr_within_pheno_outcome	outcome	local_h2_pass_p05	local_h2_pass_fdr10	min_h2_p
669	4	74885901	76497358	0.000647133	0.000121975	0.000562961538461538	4.35996e-05	0.0722964	0.0956286100636206	cad	FALSE	TRUE	0.0722964
1738	11	133521643	134351064	0.000265144	0.0723161	0.106332727025187	0.000168337	6.02653e-06	3.25831539243499e-05	cad	FALSE	FALSE	0.0723161
2111	16	8341013	9104469	0.000767415	5.78387e-05	0.000307713280788177	4.91872e-05	0.0726333	0.0959078274249423	cad	FALSE	TRUE	0.0726333
681	4	90236972	91309863	0.000191673	0.0727061	0.106688298913043	3.74631e-05	0.0653268	0.0879354865214832	cad	FALSE	FALSE	0.0727061
2263	18	30401129	32458907	0.000227264	0.0729836	0.107022794297352	0.000126959	5.68573e-05	0.000225359870190641	cad	FALSE	FALSE	0.0729836
1503	10	14820756	15946677	0.000286453	0.0554975	0.0864272530641673	4.87636e-05	0.0731168	0.0963851206916427	cad	FALSE	TRUE	0.0731168
1471	9	127184583	128785782	0.000582084	2.31942e-05	0.00014437888184438	3.30898e-05	0.0731212	0.0963851206916427	cad	FALSE	TRUE	0.0731212
1333	8	104467846	105370130	0.00016568	0.0446492	0.0729517942511346	2.59758e-05	0.0739736	0.0974525479262673	cad	FALSE	TRUE	0.0739736
1141	7	44989572	46247335	0.000246544	0.0740467	0.108287658767773	0.000142055	3.6795e-05	0.000152722622504537	cad	FALSE	FALSE	0.0740467
924	5	178595253	179794710	0.000290742	0.0742504	0.108438718052738	0.000198518	1.35481e-06	9.33268213855422e-06	cad	FALSE	FALSE	0.0742504
5	1	3582048	4281476	0.000438879	0.00450912	0.0111057003420753	4.20938e-05	0.0744116	0.0979167601841197	cad	FALSE	TRUE	0.0744116
280	2	75148104	75942397	0.000233173	0.0747808	0.109065852802161	0.000147308	1.08731e-05	5.42942788209607e-05	cad	FALSE	FALSE	0.0747808
77	1	88656690	89753964	0.0001748	0.0750329	0.109359692307692	4.84306e-05	0.0213366	0.0339574141962422	cad	FALSE	FALSE	0.0750329
1636	11	24091273	24892439	0.000271552	0.0453962	0.0737631879699248	4.27689e-05	0.0751506	0.0987187950603102	cad	FALSE	TRUE	0.0751506
1842	12	113947984	114685670	0.000226213	0.0754464	0.109888215778827	0.000126046	7.5554e-05	0.000291386168634064	cad	FALSE	FALSE	0.0754464
1565	10	85463485	86459980	0.000223211	0.0755282	0.109933229110512	8.79344e-05	0.00262868	0.00573097346043851	cad	FALSE	FALSE	0.0755282
2079	15	78514102	79292536	0.000192195	0.0756206	0.109952134498991	0.000628412	1.10094e-46	2.79761086666667e-44	cad	FALSE	FALSE	0.0756206
1485	10	60515	1329232	0.000233508	0.0756939	0.109952134498991	9.65489e-05	0.00160607	0.00385827950630252	cad	FALSE	FALSE	0.0756939
355	2	170865766	171566482	0.000244582	0.0762174	0.110415549295775	5.95598e-05	0.0343802	0.0511232232769831	cad	FALSE	FALSE	0.0762174
2361	19	53431218	54042240	0.000582941	0.000772519	0.00253308673748103	4.50527e-05	0.0764081	0.10014058722063	cad	FALSE	FALSE	0.0764081
299	2	102494488	103305257	0.000862955	6.20084e-08	8.69728207792208e-07	3.59904e-05	0.0765354	0.100249976975945	cad	FALSE	FALSE	0.0765354
270	2	63672119	64696089	0.000188646	0.0767301	0.110989445783133	9.00864e-05	0.000579014	0.00166148684818068	cad	FALSE	FALSE	0.0767301
2275	18	46558307	47455925	0.000187269	0.0767677	0.110989445783133	0.000190474	7.48696e-10	1.29717253939394e-08	cad	FALSE	FALSE	0.0767677
1007	6	74401507	75461313	0.000175692	0.0773659	0.11170477540107	7.20575e-05	0.00239002	0.00531192977648202	cad	FALSE	FALSE	0.0773659
66	1	76977916	77895394	0.000299658	0.0250645	0.0451537281067556	3.97107e-05	0.0773973	0.101186289371429	cad	FALSE	FALSE	0.0773973
1488	10	2637066	3225336	0.000266416	0.0606619	0.0924697981651376	4.54335e-05	0.0774026	0.101186289371429	cad	FALSE	FALSE	0.0774026
152	1	197935822	199263389	0.00063974	0.00012356	0.000569060980810234	4.20901e-05	0.0774272	0.101186289371429	cad	FALSE	FALSE	0.0774272
1838	12	108183189	109031819	0.000207332	0.0780212	0.11250052870494	0.000103354	0.000357126	0.00110971081793478	cad	FALSE	FALSE	0.0780212
944	6	20418021	21295864	0.00146726	9.06153e-14	3.69300090566038e-12	4.1235e-05	0.0782893	0.102137837478608	cad	FALSE	FALSE	0.0782893
1697	11	90199933	90967061	0.000139898	0.078973	0.113796984656438	3.62461e-05	0.0311472	0.0469878934036939	cad	FALSE	FALSE	0.078973
249	2	44104111	45189468	0.000307248	0.0327276	0.0564178898643256	4.33284e-05	0.0791094	0.103090141196581	cad	FALSE	FALSE	0.0791094
728	4	141087048	142807914	0.000247686	0.0792564	0.114129216	0.00010468	0.00158238	0.00383358375	cad	FALSE	FALSE	0.0792564
2377	20	7231797	7959828	0.000175407	0.0794707	0.114361566955363	7.96052e-05	0.00105873	0.0027799259586682	cad	FALSE	FALSE	0.0794707
302	2	106546525	107412295	0.000301815	0.0195445	0.0365191349480969	3.7284e-05	0.0796234	0.103582887258248	cad	FALSE	FALSE	0.0796234
2262	18	28792735	30401128	0.000254926	0.0804603	0.115631568862275	6.85128e-05	0.0255014	0.0395401368135593	cad	FALSE	FALSE	0.0804603
2237	17	80459150	81192460	0.000484336	0.000263545	0.00106602471910112	3.24295e-05	0.0804799	0.104578142784091	cad	FALSE	FALSE	0.0804799
1696	11	89209739	90199932	0.000185521	0.0379239	0.0636979968895801	2.66336e-05	0.0805651	0.104629405848949	cad	FALSE	FALSE	0.0805651
194	1	242417924	243048003	0.000207295	0.0809516	0.116260276595745	4.26991e-05	0.0642275	0.086813411643026	cad	FALSE	FALSE	0.0809516
1423	9	77862309	78630915	0.00022666	0.0810653	0.116346211295681	0.000116886	0.000264007	0.000866261131994261	cad	FALSE	FALSE	0.0810653
2304	18	76231686	77148137	0.00021546	0.0812411	0.116521099601594	4.99684e-05	0.0456236	0.0649291681393902	cad	FALSE	FALSE	0.0812411
1901	13	61268156	62135827	0.000241754	0.0448543	0.0731209720754717	3.6782e-05	0.081263	0.105475868898978	cad	FALSE	FALSE	0.081263
2487	22	43574018	44409533	0.000234037	0.0813779	0.116639856668879	0.000120071	0.000270213	0.000881565094151212	cad	FALSE	FALSE	0.0813779
2428	20	61470769	62179241	0.000778289	1.47818e-05	9.79407607361963e-05	4.31162e-05	0.0814503	0.105599113435374	cad	FALSE	FALSE	0.0814503
2035	15	22799927	24099946	0.000334503	0.0312356	0.0544983004846527	4.35449e-05	0.0815995	0.105732609915014	cad	FALSE	FALSE	0.0815995
1296	8	59555978	60476248	0.000369026	0.0122239	0.0250271317535545	4.0747e-05	0.0821198	0.106286351216752	cad	FALSE	FALSE	0.0821198
22	1	20556203	21416121	0.000206993	0.082284	0.117860371352785	0.000127337	3.43999e-05	0.000144088958424908	cad	FALSE	FALSE	0.082284
30	1	30405183	31639217	0.000473643	0.00777478	0.0172755823227133	4.87973e-05	0.0824566	0.106661902828054	cad	FALSE	FALSE	0.0824566
2344	19	38472871	39370419	0.000341338	0.0111501	0.0232248948891032	3.70496e-05	0.0826911	0.106904774279254	cad	FALSE	FALSE	0.0826911
1113	7	13676748	15013694	0.000295521	0.0828691	0.118541229139073	0.000238141	8.6821e-08	8.52187240343348e-07	cad	FALSE	FALSE	0.0828691
404	2	227557842	228812485	0.000253219	0.0829462	0.118572992720053	0.000165638	8.6778e-06	4.45980417977528e-05	cad	FALSE	FALSE	0.0829462
1131	7	33159278	34114532	0.000341825	0.0138662	0.0277838515769944	3.85731e-05	0.0829494	0.107117604630152	cad	FALSE	FALSE	0.0829494
1213	7	136113468	137657459	0.00023572	0.0831416	0.118773714285714	0.000142533	3.65867e-05	0.000152411262112933	cad	FALSE	FALSE	0.0831416
546	3	142976708	144408821	0.000250154	0.0835067	0.119216438863186	9.6687e-05	0.00377242	0.00776554864086409	cad	FALSE	FALSE	0.0835067
598	4	1529268	2468935	0.000193104	0.0836373	0.119324021136063	6.95615e-05	0.00644432	0.0121401646128501	cad	FALSE	FALSE	0.0836373
1004	6	71610788	72290723	0.000164928	0.0840899	0.11981146701847	6.67473e-05	0.00350551	0.00728165428701181	cad	FALSE	FALSE	0.0840899
488	3	76157471	77507832	0.000293075	0.0415521	0.0686706472838562	4.29474e-05	0.0842986	0.108737111223914	cad	FALSE	FALSE	0.0842986
121	1	163854568	164726579	0.000627743	0.000171529	0.000757331265306122	4.02428e-05	0.0845432	0.10887549375	cad	FALSE	FALSE	0.0845432
123	1	165553813	166458031	0.000207245	0.0851453	0.121112378698225	6.44394e-05	0.0154642	0.0257211821090909	cad	FALSE	FALSE	0.0851453
1591	10	116845214	118416049	0.000220793	0.0851965	0.121112378698225	0.000108389	0.000531777	0.00155124234566327	cad	FALSE	FALSE	0.0851965
1947	13	109156766	109813576	0.000796011	2.95636e-06	2.40065323308271e-05	3.91246e-05	0.0852351	0.109697621665729	cad	FALSE	FALSE	0.0852351
589	3	192049689	193122090	0.000220199	0.0852738	0.121112378698225	6.55984e-05	0.01801	0.0293996216987866	cad	FALSE	FALSE	0.0852738
1200	7	118342091	119568236	0.00011578	0.0852833	0.121112378698225	2.52856e-05	0.0580554	0.0796954980792317	cad	FALSE	FALSE	0.0852833
1512	10	24489448	25577761	0.00024901	0.0853658	0.121149886990802	0.000226056	8.54269e-09	1.09759168707865e-07	cad	FALSE	FALSE	0.0853658
164	1	213958293	214783872	0.000377942	0.0125472	0.02554378133836	4.14878e-05	0.0853953	0.109841985995501	cad	FALSE	FALSE	0.0853953
140	1	184953090	186179447	0.000187038	0.0856844	0.121522195666448	4.64122e-05	0.0389039	0.0565627586141132	cad	FALSE	FALSE	0.0856844
1211	7	133807217	134943221	0.000212509	0.0861041	0.122037307086614	7.18207e-05	0.0101293	0.0177651143404908	cad	FALSE	FALSE	0.0861041
1886	13	42950158	43931931	0.000668035	0.000180952	0.000786431227364185	4.35544e-05	0.0862776	0.110789933295901	cad	FALSE	FALSE	0.0862776
55	1	64344227	65894184	0.000780523	6.49148e-05	0.000334644315035799	4.72343e-05	0.0866917	0.111196813180034	cad	FALSE	FALSE	0.0866917
1246	8	8064601	8589770	0.000199171	0.0867066	0.122810659672131	4.96582e-05	0.0393749	0.0571023438807863	cad	FALSE	FALSE	0.0867066
379	2	199654970	201324132	0.000192152	0.0868839	0.122900605108055	9.68316e-05	0.000539405	0.00156949012086514	cad	FALSE	FALSE	0.0868839
1405	9	28067455	28766060	0.000213994	0.0872177	0.123292036649215	7.96593e-05	0.00582984	0.011166536080402	cad	FALSE	FALSE	0.0872177
2269	18	39410166	40471407	0.000209755	0.0499016	0.0795479380073801	3.18568e-05	0.0875316	0.112085537066069	cad	FALSE	FALSE	0.0875316
920	5	173606996	174662885	0.000279421	0.0877423	0.123871482352941	0.000190865	4.77573e-06	2.69017106157635e-05	cad	FALSE	FALSE	0.0877423
218	2	12732507	13625450	0.000304394	0.0126057	0.0256145926622766	3.25445e-05	0.0881221	0.112652455394075	cad	FALSE	FALSE	0.0881221
1845	12	116197676	117091843	0.000236771	0.0882197	0.124464109732201	0.000101777	0.00204992	0.00466484282587065	cad	FALSE	FALSE	0.0882197
338	2	149568876	151428988	0.000241126	0.0883649	0.124587587467363	0.000126059	0.000292945	0.000937014286713287	cad	FALSE	FALSE	0.0883649
296	2	98989361	100202436	0.000204424	0.0407106	0.0675383225806452	2.87865e-05	0.0884902	0.113059825363129	cad	FALSE	FALSE	0.0884902
575	3	174684708	175671424	0.00023076	0.0885473	0.124763318982387	0.000145213	2.66547e-05	0.000115935247528517	cad	FALSE	FALSE	0.0885473
2302	18	74471746	75240760	0.000253725	0.0886599	0.124840537157758	0.000238551	5.1758e-09	7.03532623668639e-08	cad	FALSE	FALSE	0.0886599
611	4	11050120	12209028	0.000234531	0.0887918	0.124944813029316	9.3516e-05	0.0037452	0.00771646162162162	cad	FALSE	FALSE	0.0887918
647	4	46358361	47408265	0.000170652	0.0890912	0.125202987638256	4.13717e-05	0.0457877	0.0650412856521739	cad	FALSE	FALSE	0.0890912
1890	13	47433529	48137479	0.000185672	0.0893157	0.125436873862159	8.73635e-05	0.00114927	0.00295739935955056	cad	FALSE	FALSE	0.0893157
2387	20	16661517	17359290	0.000367534	0.0120553	0.0247053586337761	3.92826e-05	0.0893162	0.1139242327942	cad	FALSE	FALSE	0.0893162
1643	11	30570130	32065771	0.000177215	0.0895224	0.125631911688312	6.87251e-05	0.0050912	0.0100202877796902	cad	FALSE	FALSE	0.0895224
1995	14	64033238	65229391	0.000175954	0.0899216	0.126041957170668	0.000143391	8.10276e-07	5.97774584516129e-06	cad	FALSE	FALSE	0.0899216
800	5	26938179	28315653	0.000186465	0.0895709	0.125631911688312	3.49935e-05	0.0899913	0.114657439052925	cad	FALSE	FALSE	0.0899913
1821	12	88344765	90567001	0.00022059	0.0903006	0.126422994167207	0.000290965	1.04349e-13	3.78803433333333e-12	cad	FALSE	FALSE	0.0903006
54	1	62778734	64344226	0.000248141	0.0909895	0.127208621359223	8.34322e-05	0.0111495	0.0192589928247734	cad	FALSE	FALSE	0.0909895
2253	18	14439252	15220934	9.25194e-05	0.0914428	0.127759668822768	3.04597e-05	0.0153914	0.0256187276564774	cad	FALSE	FALSE	0.0914428
939	6	16566883	17391994	0.000219979	0.0917147	0.1280567239819	9.49367e-05	0.00229553	0.00513686605675147	cad	FALSE	FALSE	0.0917147
817	5	50164836	51203265	0.000157859	0.0928882	0.129592888315042	3.81849e-05	0.0493528	0.0691604495098039	cad	FALSE	FALSE	0.0928882
1206	7	126640873	127903738	0.000190588	0.0929349	0.129592888315042	7.94786e-05	0.00346957	0.00723327856882407	cad	FALSE	FALSE	0.0929349
1762	12	21572253	22928055	0.000211313	0.0935725	0.130397806451613	0.000136311	3.3925e-05	0.000142622196691176	cad	FALSE	FALSE	0.0935725
736	4	152162099	153520883	0.000191412	0.093793	0.130545695876289	6.74646e-05	0.0100253	0.0176581400307929	cad	FALSE	FALSE	0.093793
2217	17	56245228	58652809	0.000184905	0.0948384	0.1317369414791	7.01938e-05	0.00627172	0.0118540691239669	cad	FALSE	FALSE	0.0948384
2250	18	11872227	12735558	0.000265349	0.041226	0.0682884662576687	3.65362e-05	0.0954688	0.121298414222222	cad	FALSE	FALSE	0.0954688
783	5	6936734	8079415	0.000815645	1.59716e-05	0.000105178829268293	4.28383e-05	0.0955696	0.121359064519711	cad	FALSE	FALSE	0.0955696
1372	9	1103599	1874961	0.000244054	0.0959215	0.133155809768638	0.000113044	0.00143093	0.00354554378114843	cad	FALSE	FALSE	0.0959215
478	3	65326752	66702084	0.000249463	0.0966744	0.134028693196406	0.000229014	2.42308e-08	2.75636450246305e-07	cad	FALSE	FALSE	0.0966744
1601	10	127997709	129134738	0.000244818	0.0968012	0.134118404105196	0.000265863	1.96097e-10	3.83310973504274e-09	cad	FALSE	FALSE	0.0968012
1281	8	38803981	40179577	0.000189691	0.0969919	0.134296476923077	0.000111294	0.0001703	0.000592809893455099	cad	FALSE	FALSE	0.0969919
850	5	89584467	90793804	0.000190475	0.0978884	0.135450957078796	5.51362e-05	0.027117	0.0415104277108434	cad	FALSE	FALSE	0.0978884
2016	14	88208596	89482883	0.000192729	0.0979779	0.135488005121639	4.80316e-05	0.0478559	0.0674762289149199	cad	FALSE	FALSE	0.0979779
1594	10	120592840	121874445	0.000737954	7.39862e-05	0.000371651609302326	4.22652e-05	0.0990122	0.125313171776425	cad	FALSE	FALSE	0.0990122
93	1	106089657	106864947	0.000435068	0.000577831	0.00202616064935065	2.82538e-05	0.0994168	0.125755653539823	cad	FALSE	FALSE	0.0994168
263	2	55663337	56394698	0.000263689	0.0235932	0.0429328660488627	3.0555e-05	0.0994845	0.125771725538972	cad	FALSE	FALSE	0.0994845
1726	11	121208187	122589224	0.00023774	0.0995115	0.137396840894569	0.00029863	1.80896e-12	5.44354147368421e-11	cad	FALSE	FALSE	0.0995115
1857	12	129170297	129887418	0.000255486	0.0996265	0.137415862068966	0.000287787	6.39859e-11	1.39367384095238e-09	cad	FALSE	FALSE	0.0996265
751	4	168623791	169555114	0.000395551	0.00634064	0.0148222753246753	3.56346e-05	0.100586	0.127023844284925	cad	FALSE	FALSE	0.100586
442	3	21790868	22648001	0.000224106	0.100661	0.138665663265306	5.46579e-05	0.0517073	0.0721504546064674	cad	FALSE	FALSE	0.100661
691	4	101132996	102544803	0.00019111	0.100741	0.13868741873805	6.92609e-05	0.0104212	0.0181241706463878	cad	FALSE	FALSE	0.100741
1895	13	53336572	54684856	0.000220088	0.101122	0.139123261146497	0.000134513	0.000106101	0.0003882447792	cad	FALSE	FALSE	0.101122
2256	18	21622717	22746153	0.000692204	0.000259549	0.00105778460377358	4.3629e-05	0.101226	0.127761513245033	cad	FALSE	FALSE	0.101226
1923	13	83829836	85035400	0.000170433	0.101381	0.139390808402292	4.45369e-05	0.0431582	0.0619992483668342	cad	FALSE	FALSE	0.101381
1153	7	55161395	56303513	0.000604907	0.000180678	0.000786431227364185	3.62093e-05	0.101722	0.128245983461963	cad	FALSE	FALSE	0.101722
1534	10	51724040	53129609	0.000191629	0.102649	0.141044427480916	5.29379e-05	0.0359527	0.0529110842342342	cad	FALSE	FALSE	0.102649
9	1	6136815	7711794	0.000253292	0.102773	0.141125034965035	0.000128623	0.000764536	0.00209903221128451	cad	FALSE	FALSE	0.102773
2446	21	30847297	32202239	0.000194419	0.103234	0.141578057142857	8.95066e-05	0.00216003	0.00489107783168317	cad	FALSE	FALSE	0.103234
2328	19	19749167	20485499	0.000147256	0.10343	0.141668332276474	0.000151527	3.55483e-08	3.83485670283019e-07	cad	FALSE	FALSE	0.10343
1924	13	85035401	85650680	0.000139138	0.103431	0.141668332276474	2.87152e-05	0.0860029	0.110499231629213	cad	FALSE	FALSE	0.103431
1690	11	83677774	84613229	0.00018825	0.104992	0.143624268524383	6.53088e-05	0.0144745	0.0241982320906433	cad	FALSE	FALSE	0.104992
862	5	103788461	104850490	0.000259797	0.0185389	0.0350341417322835	2.76476e-05	0.105249	0.132255199450549	cad	FALSE	FALSE	0.105249
2045	15	34410073	35118927	0.000175901	0.105289	0.143939392405063	5.50156e-05	0.0226948	0.0356967039889959	cad	FALSE	FALSE	0.105289
262	2	54688235	55663336	0.000533224	0.000671367	0.00226232873634945	3.54124e-05	0.10548	0.132472685337727	cad	FALSE	FALSE	0.10548
1129	7	31730555	32460228	0.000424293	0.00692721	0.0159347961661342	3.79497e-05	0.105883	0.132905829308452	cad	FALSE	FALSE	0.105883
2480	22	35368342	36135968	0.000197285	0.106657	0.145625233881163	0.00011726	0.000218369	0.000736592777286136	cad	FALSE	FALSE	0.106657
1889	13	46493237	47433528	0.000322377	0.0237628	0.0431324773109244	3.63846e-05	0.106698	0.133781976973684	cad	FALSE	FALSE	0.106698
1154	7	56303514	57383657	0.000115207	0.107539	0.146644090909091	2.36031e-05	0.0894687	0.114055137625418	cad	FALSE	FALSE	0.107539
2102	16	60169	1049079	0.00023358	0.0903105	0.126422994167207	3.94142e-05	0.107541	0.13462881773399	cad	FALSE	FALSE	0.107541
62	1	72513120	73992170	0.000124874	0.108069	0.147273842271293	5.16646e-05	0.00680398	0.0127442278951679	cad	FALSE	FALSE	0.108069
1348	8	121554391	122622804	0.000194278	0.108158	0.147302194199243	5.38215e-05	0.038941	0.0565807287166455	cad	FALSE	FALSE	0.108158
1822	12	90567002	92061179	0.000178554	0.108335	0.147366952141058	4.08907e-05	0.0703375	0.0936877475247525	cad	FALSE	FALSE	0.108335
195	1	243048004	244723196	0.000223141	0.108342	0.147366952141058	0.000120067	0.000555752	0.00160683290012642	cad	FALSE	FALSE	0.108342
1022	6	89974268	91097024	0.000608181	0.000584818	0.0020374304516129	3.96451e-05	0.10842	0.135504125136612	cad	FALSE	FALSE	0.10842
2297	18	69311743	70540349	0.00046807	0.00718933	0.0162436744769874	4.18031e-05	0.108427	0.135504125136612	cad	FALSE	FALSE	0.108427
2468	22	23143365	23950732	0.000510492	0.00132324	0.00398077771587744	3.50416e-05	0.108583	0.135624970507919	cad	FALSE	FALSE	0.108583
1935	13	96132648	97516609	0.000164252	0.10863	0.147572830188679	9.66598e-05	0.000344428	0.00107757433105335	cad	FALSE	FALSE	0.10863
1136	7	38966484	40261240	0.000176735	0.108706	0.147583255813953	0.000102727	0.000364712	0.00112868246820027	cad	FALSE	FALSE	0.108706
1402	9	25957607	26747214	0.000182494	0.109463	0.148424406779661	5.94399e-05	0.0216278	0.0343491518055556	cad	FALSE	FALSE	0.109463
1501	10	13208062	14008135	0.00130144	2.88534e-09	5.56458428571429e-08	4.34055e-05	0.109479	0.136446034332425	cad	FALSE	FALSE	0.109479
425	3	3128153	4109393	0.000738387	0.000317854	0.00123121548387097	4.57405e-05	0.109826	0.136803955337691	cad	FALSE	FALSE	0.109826
1062	6	135544084	137553212	0.00115884	2.82891e-08	4.364604e-07	4.11297e-05	0.109987	0.13685542383025	cad	FALSE	FALSE	0.109987
1024	6	92015280	92953798	0.000206723	0.0704792	0.10412795622435	3.18503e-05	0.110278	0.136919536373507	cad	FALSE	FALSE	0.110278
750	4	167643769	168623790	0.000247382	0.0308569	0.0540120777957861	2.91692e-05	0.110278	0.136919536373507	cad	FALSE	FALSE	0.110278
29	1	29188427	30405182	0.00020683	0.110295	0.149458720200753	0.000155881	8.71314e-06	4.4679262735426e-05	cad	FALSE	FALSE	0.110295
1097	7	2473750	3100211	0.00118519	9.98988e-10	2.13644958415842e-08	3.70764e-05	0.110822	0.13743444498645	cad	FALSE	FALSE	0.110822
1946	13	108521979	109156765	0.000555174	0.000631768	0.0021592070886076	3.5674e-05	0.110873	0.13743444498645	cad	FALSE	FALSE	0.110873
1536	10	53919162	55104428	0.0002138	0.110973	0.150167954971857	9.9813e-05	0.00245192	0.00540746484088717	cad	FALSE	FALSE	0.110973
1239	8	3386668	3787248	0.000221689	0.111108	0.150167954971857	7.41048e-05	0.0189587	0.0307289489014883	cad	FALSE	FALSE	0.111108
1497	10	10081280	10969481	0.000207965	0.111161	0.150167954971857	0.000194285	1.4344e-07	1.30177492063492e-06	cad	FALSE	FALSE	0.111161
37	1	40200951	41093875	0.000169775	0.111166	0.150167954971857	5.36779e-05	0.0246674	0.038481817053206	cad	FALSE	FALSE	0.111166
1759	12	19532766	20074930	0.000158531	0.111355	0.150235352904435	8.51851e-05	0.000978961	0.00261246651925321	cad	FALSE	FALSE	0.111355
2489	22	45170650	46351048	0.000612929	0.00303922	0.00803514712362301	4.74516e-05	0.111463	0.138016178126692	cad	FALSE	FALSE	0.111463
2353	19	46765061	47752727	0.000195992	0.111464	0.150288539325843	0.000198612	2.18069e-08	2.5061497638191e-07	cad	FALSE	FALSE	0.111464
358	2	173287858	174118389	0.00025638	0.0372592	0.0626448747081712	3.17687e-05	0.111876	0.13837772417523	cad	FALSE	FALSE	0.111876
