GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
2786         1  235710985  235814054    444      51   88103      0.27794      0.39053
1130         1  235824331  236047008    405      33   81958       1.3717     0.085085
4811         1  236139130  236228481    351      41   83147      0.81734      0.20687
7107         1  236305832  236415314    537      35   89142       2.1368     0.016305
56605        1  236378422  236445339    393      13   97560      0.82893      0.20357
128178       1  236557680  236648008    474      61   82148      0.66187      0.25403
3964         1  236681514  236716281    256      11   87550      0.54068      0.29437
55127        1  236712305  236767841    363      16   92895      0.17011      0.43246
88           1  236849754  236927931    356      42   86766      0.37335      0.35444
4548         1  236958581  237067281    348      19   87097     -0.41754      0.66186
645745       1  237167403  237167718      1       1   27261     -0.74677       0.7724
6262         1  237205510  237997288   3677     257   86216     -0.68812      0.75431
57829        1  238041164  238054222     76      15   82688       2.9856     0.001415
1131         1  239549876  240078750   1926     142   80535    -0.062645      0.52498
56776        1  240255185  240638491   1687     109   85160      0.69069      0.24488
64388        1  240652873  240775462    465      89   84985      0.91205      0.18087
6000         1  240938817  241520505   2499     195   88233     -0.34703      0.63572
2271         1  241660857  241683085     45      13   89175      0.53703      0.29562
8564         1  241695324  241758949    275      52   87765     -0.44279      0.67104
23596        1  241756452  241803701    168      43   84771     -0.22163       0.5877
1122         1  241792166  241799232     24      12   83294     -0.30741      0.62073
128025       1  241815580  241965435    631      60   91563      0.36117      0.35899
9156         1  242011491  242053241    233      25   89160      -1.0745      0.85871
441925       1  242121069  242122364      5       3   72268       1.8322     0.033461
440738       1  242158792  242164630     24       7   81712     -0.66274      0.74625
200150       1  242251689  242687998   2162     128   88635      0.14985      0.44044
9859         1  243287730  243419284    295      27   72196      0.91903      0.17904
10806        1  243419307  243663393    558      49   85049     -0.26049      0.60276
10000        1  243651535  244014381    723      40   77550       0.9881      0.16155
10472        1  244212241  244220778      7       4   73588       2.2758     0.011429
200159       1  244515937  244552390    183      24   88667     -0.38435      0.64964
159          1  244571794  244615436    136      26   91423     -0.37001      0.64431
257044       1  244624673  244803664    674      33   91305      0.36551      0.35737
51029        1  244816352  244872335    151      21   83554    -0.012055      0.50481
116228       1  244998608  245008359     29       7   81242       1.6946     0.045079
3192         1  245013602  245027827     23       7   78111       1.5962      0.05522
84288        1  245133171  245288530    506      31   91312     -0.13797      0.55487
55083        1  245318287  245866428   2765     243   85690     -0.22633      0.58953
64754        1  245912642  246670644   4284     124   89494       2.5566    0.0052847
64216        1  246703863  246729565    195      24   90813     -0.82825      0.79624
163882       1  246729639  246831884    417      38   86227       1.3511     0.088335
51097        1  246887378  246931439    166      25   85202       2.7738    0.0027699
100130097    1  246934900  247003474    325      32   89355       1.2407      0.10736
25909        1  247002400  247094726    307      37   81853       2.1076     0.017534
57116        1  247108849  247171395    319      33   83494       1.9304     0.026777
93474        1  247197940  247242115    248      22   94732      0.79423      0.21353
79862        1  247263264  247267685     14       4   89458       1.8594     0.031485
388759       1  247273462  247275719     16       5   94817      0.15881      0.43691
7678         1  247285277  247335529    201      22   92968     -0.23674      0.59357
317705       1  247419374  247420447      3       1  103614        1.325     0.092591
84838        1  247460717  247495294    122      19   86860      0.42504      0.33541
114548       1  247579247  247612410    184      44   88964      0.32273      0.37345
127623       1  247614331  247615284      7       3   90560      -1.5307      0.93708
441932       1  247654370  247655711      6       2   92120       1.0866      0.13861
148823       1  247670417  247740990    307      51   86428     -0.36394      0.64205
81472        1  247693434  247697141     17       6   90166      0.75253      0.22587
81470        1  247751662  247752615      6       4  102694      0.33631      0.36832
81469        1  247768888  247769817      5       3   95533      0.34337      0.36566
25893        1  247803007  248043440   1355      53   91754      0.66725      0.25231
441933       1  247835420  247836343      7       2   92463      0.90886      0.18171
343169       1  247875131  247876057      7       3  103614      0.96891       0.1663
26188        1  247920764  247921708      3       2   97460     -0.20549       0.5814
284532       1  247978102  247979031      4       2  103614       -1.066       0.8568
391189       1  248004230  248005198      9       2   84796    -0.076124      0.53034
343171       1  248058889  248059833      7       3   90973       0.3483      0.36381
